"Device Name: 現像室","Model: TR-72wf","Serial Number: 52151BD3"
"2023-05-21 04:23:19","45067.182858796","19.3","81"
"2023-05-21 04:33:19","45067.189803241","19.5","85"
"2023-05-21 04:43:19","45067.196747685","19.6","85"
"2023-05-21 04:53:19","45067.20369213","19.8","85"
"2023-05-21 05:03:19","45067.210636574","18.8","75"
"2023-05-21 05:13:19","45067.217581019","19.4","83"
"2023-05-21 05:23:19","45067.224525463","19.6","85"
"2023-05-21 05:33:19","45067.231469907","19.8","84"
"2023-05-21 05:43:19","45067.238414352","19.8","84"
"2023-05-21 05:53:19","45067.245358796","19.0","76"
"2023-05-21 06:03:19","45067.252303241","19.4","83"
"2023-05-21 06:13:19","45067.259247685","19.7","84"
"2023-05-21 06:23:19","45067.26619213","19.8","83"
"2023-05-21 06:33:19","45067.273136574","18.8","74"
"2023-05-21 06:43:19","45067.280081019","19.3","82"
"2023-05-21 06:53:19","45067.287025463","19.6","85"
"2023-05-21 07:03:19","45067.293969907","19.8","84"
"2023-05-21 07:13:19","45067.300914352","18.9","75"
"2023-05-21 07:23:19","45067.307858796","19.3","81"
"2023-05-21 07:33:19","45067.314803241","19.6","84"
"2023-05-21 07:43:19","45067.321747685","19.8","84"
"2023-05-21 07:53:19","45067.32869213","18.9","75"
"2023-05-21 08:03:19","45067.335636574","19.4","83"
"2023-05-21 08:13:19","45067.342581019","19.7","84"
"2023-05-21 08:23:19","45067.349525463","19.4","80"
"2023-05-21 08:33:19","45067.356469907","19.2","80"
"2023-05-21 08:43:19","45067.363414352","19.5","85"
"2023-05-21 08:53:19","45067.370358796","19.8","85"
"2023-05-21 09:03:19","45067.377303241","18.9","76"
"2023-05-21 09:13:19","45067.384247685","19.5","83"
"2023-05-21 09:23:19","45067.39119213","19.8","85"
"2023-05-21 09:33:19","45067.398136574","18.3","69"
"2023-05-21 09:43:19","45067.405081019","18.9","80"
"2023-05-21 09:53:19","45067.412025463","19.5","85"
"2023-05-21 10:03:19","45067.418969907","19.6","87"
"2023-05-21 10:13:19","45067.425914352","18.8","77"
"2023-05-21 10:23:19","45067.432858796","19.5","84"
"2023-05-21 10:33:19","45067.439803241","19.7","85"
"2023-05-21 10:43:19","45067.446747685","19.1","80"
"2023-05-21 10:53:19","45067.45369213","19.7","85"
"2023-05-21 11:03:19","45067.460636574","18.9","76"
"2023-05-21 11:13:19","45067.467581019","19.6","83"
"2023-05-21 11:23:19","45067.474525463","19.7","84"
"2023-05-21 11:33:19","45067.481469907","19.2","79"
"2023-05-21 11:43:19","45067.488414352","19.7","85"
"2023-05-21 11:53:19","45067.495358796","18.9","76"
"2023-05-21 12:03:19","45067.502303241","19.6","84"
"2023-05-21 12:13:19","45067.509247685","19.0","77"
"2023-05-21 12:23:19","45067.51619213","19.5","82"
"2023-05-21 12:33:19","45067.523136574","19.5","82"
"2023-05-21 12:43:19","45067.530081019","19.4","80"
"2023-05-21 12:53:19","45067.537025463","19.8","85"
"2023-05-21 13:03:19","45067.543969907","19.3","77"
"2023-05-21 13:13:19","45067.550914352","19.8","85"
"2023-05-21 13:23:19","45067.557858796","18.4","69"
"2023-05-21 13:33:19","45067.564803241","19.5","82"
"2023-05-21 13:43:19","45067.571747685","19.3","80"
"2023-05-21 13:53:19","45067.57869213","19.4","81"
"2023-05-21 14:03:19","45067.585636574","19.4","81"
"2023-05-21 14:13:19","45067.592581019","19.3","79"
"2023-05-21 14:23:19","45067.599525463","19.6","83"
"2023-05-21 14:33:19","45067.606469907","19.3","78"
"2023-05-21 14:43:19","45067.613414352","19.6","82"
"2023-05-21 14:53:19","45067.620358796","19.3","77"
"2023-05-21 15:03:19","45067.627303241","19.6","82"
"2023-05-21 15:13:19","45067.634247685","19.2","78"
"2023-05-21 15:23:19","45067.64119213","19.6","81"
"2023-05-21 15:33:19","45067.648136574","19.3","78"
"2023-05-21 15:43:19","45067.655081019","19.4","79"
"2023-05-21 15:53:19","45067.662025463","19.3","78"
"2023-05-21 16:03:19","45067.668969907","19.5","79"
"2023-05-21 16:13:19","45067.675914352","19.3","79"
"2023-05-21 16:23:19","45067.682858796","19.2","77"
"2023-05-21 16:33:19","45067.689803241","19.4","79"
"2023-05-21 16:43:19","45067.696747685","19.1","76"
"2023-05-21 16:53:19","45067.70369213","19.3","79"
"2023-05-21 17:03:19","45067.710636574","19.4","80"
"2023-05-21 17:13:19","45067.717581019","19.4","79"
"2023-05-21 17:23:19","45067.724525463","19.4","79"
"2023-05-21 17:33:19","45067.731469907","19.4","78"
"2023-05-21 17:43:19","45067.738414352","19.5","81"
"2023-05-21 17:53:19","45067.745358796","19.2","77"
"2023-05-21 18:03:19","45067.752303241","19.7","82"
"2023-05-21 18:13:19","45067.759247685","19.2","77"
"2023-05-21 18:23:19","45067.76619213","19.5","81"
"2023-05-21 18:33:19","45067.773136574","19.3","78"
"2023-05-21 18:43:19","45067.780081019","19.6","81"
"2023-05-21 18:53:19","45067.787025463","19.2","78"
"2023-05-21 19:03:19","45067.793969907","19.6","82"
"2023-05-21 19:13:19","45067.800914352","19.2","78"
"2023-05-21 19:23:19","45067.807858796","19.7","82"
"2023-05-21 19:33:19","45067.814803241","19.2","76"
"2023-05-21 19:43:19","45067.821747685","19.7","82"
"2023-05-21 19:53:19","45067.82869213","19.2","77"
"2023-05-21 20:03:19","45067.835636574","19.6","82"
"2023-05-21 20:13:19","45067.842581019","19.0","77"
"2023-05-21 20:23:19","45067.849525463","19.8","84"
"2023-05-21 20:33:19","45067.856469907","18.8","73"
"2023-05-21 20:43:19","45067.863414352","19.6","83"
"2023-05-21 20:53:19","45067.870358796","18.8","73"
"2023-05-21 21:03:19","45067.877303241","19.6","82"
"2023-05-21 21:13:19","45067.884247685","18.8","73"
"2023-05-21 21:23:19","45067.89119213","19.5","82"
"2023-05-21 21:33:19","45067.898136574","19.0","76"
"2023-05-21 21:43:19","45067.905081019","19.4","81"
"2023-05-21 21:53:19","45067.912025463","19.5","82"
"2023-05-21 22:03:19","45067.918969907","19.2","78"
"2023-05-21 22:13:19","45067.925914352","19.8","84"
"2023-05-21 22:23:19","45067.932858796","19.0","76"
"2023-05-21 22:33:19","45067.939803241","19.6","84"
"2023-05-21 22:43:19","45067.946747685","18.9","74"
"2023-05-21 22:53:19","45067.95369213","19.5","83"
"2023-05-21 23:03:19","45067.960636574","19.0","77"
"2023-05-21 23:13:19","45067.967581019","19.4","81"
"2023-05-21 23:23:19","45067.974525463","19.6","84"
"2023-05-21 23:33:19","45067.981469907","19.0","78"
"2023-05-21 23:43:19","45067.988414352","19.6","84"
"2023-05-21 23:53:19","45067.995358796","18.7","74"
"2023-05-22 00:03:19","45068.002303241","19.4","83"
"2023-05-22 00:13:19","45068.009247685","19.6","84"
"2023-05-22 00:23:19","45068.01619213","19.0","79"
"2023-05-22 00:33:19","45068.023136574","19.6","84"
"2023-05-22 00:43:19","45068.030081019","18.8","75"
"2023-05-22 00:53:19","45068.037025463","19.4","82"
"2023-05-22 01:03:19","45068.043969907","19.7","85"
"2023-05-22 01:13:19","45068.050914352","18.9","76"
"2023-05-22 01:23:19","45068.057858796","19.5","83"
"2023-05-22 01:33:19","45068.064803241","19.3","81"
"2023-05-22 01:43:19","45068.071747685","18.8","75"
"2023-05-22 01:53:19","45068.07869213","19.4","83"
"2023-05-22 02:03:19","45068.085636574","19.6","85"
"2023-05-22 02:13:19","45068.092581019","18.7","74"
"2023-05-22 02:23:19","45068.099525463","19.3","81"
"2023-05-22 02:33:19","45068.106469907","19.7","84"
"2023-05-22 02:43:19","45068.113414352","19.4","81"
"2023-05-22 02:53:19","45068.120358796","19.2","79"
"2023-05-22 03:03:19","45068.127303241","19.6","83"
"2023-05-22 03:13:19","45068.134247685","19.7","84"
"2023-05-22 03:23:19","45068.14119213","19.1","78"
"2023-05-22 03:33:19","45068.148136574","19.5","83"
"2023-05-22 03:43:19","45068.155081019","19.6","84"
"2023-05-22 03:53:19","45068.162025463","18.8","74"
"2023-05-22 04:03:19","45068.168969907","19.3","82"
"2023-05-22 04:13:19","45068.175914352","19.6","84"
"2023-05-22 04:23:19","45068.182858796","19.6","83"
"2023-05-22 04:33:19","45068.189803241","19.0","77"
"2023-05-22 04:43:19","45068.196747685","19.5","83"
"2023-05-22 04:53:19","45068.20369213","19.7","83"
"2023-05-22 05:03:19","45068.210636574","19.7","81"
"2023-05-22 05:13:19","45068.217581019","19.0","77"
"2023-05-22 05:23:19","45068.224525463","19.5","83"
"2023-05-22 05:33:19","45068.231469907","19.7","82"
"2023-05-22 05:43:19","45068.238414352","19.5","78"
"2023-05-22 05:53:19","45068.245358796","19.2","78"
"2023-05-22 06:03:19","45068.252303241","19.5","82"
"2023-05-22 06:13:19","45068.259247685","19.8","81"
"2023-05-22 06:23:19","45068.26619213","19.0","73"
"2023-05-22 06:33:19","45068.273136574","19.2","79"
"2023-05-22 06:43:19","45068.280081019","19.6","82"
"2023-05-22 06:53:19","45068.287025463","19.9","80"
"2023-05-22 07:03:19","45068.293969907","18.9","74"
"2023-05-22 07:13:19","45068.300914352","19.4","81"
"2023-05-22 07:23:19","45068.307858796","19.7","81"
"2023-05-22 07:33:19","45068.314803241","19.6","77"
"2023-05-22 07:43:19","45068.321747685","19.1","78"
"2023-05-22 07:53:19","45068.32869213","19.5","82"
"2023-05-22 08:03:19","45068.335636574","19.9","80"
"2023-05-22 08:13:19","45068.342581019","18.0","65"
"2023-05-22 08:23:19","45068.349525463","19.0","80"
"2023-05-22 08:33:19","45068.356469907","19.3","84"
"2023-05-22 08:43:19","45068.363414352","19.6","83"
"2023-05-22 08:53:19","45068.370358796","19.3","77"
"2023-05-22 09:03:19","45068.377303241","19.2","79"
"2023-05-22 09:13:19","45068.384247685","19.6","82"
"2023-05-22 09:23:19","45068.39119213","19.3","77"
"2023-05-22 09:33:19","45068.398136574","19.3","79"
"2023-05-22 09:43:19","45068.405081019","19.7","82"
"2023-05-22 09:53:19","45068.412025463","18.9","72"
"2023-05-22 10:03:19","45068.418969907","19.4","80"
"2023-05-22 10:13:19","45068.425914352","19.8","82"
"2023-05-22 10:23:19","45068.432858796","18.9","74"
"2023-05-22 10:33:19","45068.439803241","19.5","82"
"2023-05-22 10:43:19","45068.446747685","19.5","80"
"2023-05-22 10:53:19","45068.45369213","19.3","78"
"2023-05-22 11:03:19","45068.460636574","19.7","82"
"2023-05-22 11:13:19","45068.467581019","18.8","72"
"2023-05-22 11:23:19","45068.474525463","19.5","82"
"2023-05-22 11:33:19","45068.481469907","19.2","77"
"2023-05-22 11:43:19","45068.488414352","19.4","80"
"2023-05-22 11:53:19","45068.495358796","19.6","81"
"2023-05-22 12:03:19","45068.502303241","19.3","77"
"2023-05-22 12:13:19","45068.509247685","19.8","83"
"2023-05-22 12:23:19","45068.51619213","18.2","65"
"2023-05-22 12:33:19","45068.523136574","19.2","80"
"2023-05-22 12:43:19","45068.530081019","19.7","84"
"2023-05-22 12:53:19","45068.537025463","18.9","74"
"2023-05-22 13:03:19","45068.543969907","19.6","83"
"2023-05-22 13:13:19","45068.550914352","18.8","72"
"2023-05-22 13:23:19","45068.557858796","19.5","81"
"2023-05-22 13:33:19","45068.564803241","18.9","73"
"2023-05-22 13:43:19","45068.571747685","19.4","80"
"2023-05-22 13:53:19","45068.57869213","19.3","78"
"2023-05-22 14:03:19","45068.585636574","19.3","79"
"2023-05-22 14:13:19","45068.592581019","19.5","80"
"2023-05-22 14:23:19","45068.599525463","19.2","77"
"2023-05-22 14:33:19","45068.606469907","19.6","80"
"2023-05-22 14:43:19","45068.613414352","19.1","77"
"2023-05-22 14:53:19","45068.620358796","19.6","81"
"2023-05-22 15:03:19","45068.627303241","19.2","77"
"2023-05-22 15:13:19","45068.634247685","19.6","81"
"2023-05-22 15:23:19","45068.64119213","19.2","75"
"2023-05-22 15:33:19","45068.648136574","19.8","82"
"2023-05-22 15:43:19","45068.655081019","19.1","75"
"2023-05-22 15:53:19","45068.662025463","19.8","82"
"2023-05-22 16:03:19","45068.668969907","18.9","72"
"2023-05-22 16:13:19","45068.675914352","19.7","83"
"2023-05-22 16:23:19","45068.682858796","18.9","73"
"2023-05-22 16:33:19","45068.689803241","19.8","82"
"2023-05-22 16:43:19","45068.696747685","18.9","74"
"2023-05-22 16:53:19","45068.70369213","19.8","82"
"2023-05-22 17:03:19","45068.710636574","19.0","73"
"2023-05-22 17:13:19","45068.717581019","19.7","82"
"2023-05-22 17:23:19","45068.724525463","18.9","71"
"2023-05-22 17:33:19","45068.731469907","19.7","82"
"2023-05-22 17:43:19","45068.738414352","18.8","71"
"2023-05-22 17:53:19","45068.745358796","19.6","82"
"2023-05-22 18:03:19","45068.752303241","18.8","70"
"2023-05-22 18:13:19","45068.759247685","19.7","81"
"2023-05-22 18:23:19","45068.76619213","18.6","69"
"2023-05-22 18:33:19","45068.773136574","19.5","80"
"2023-05-22 18:43:19","45068.780081019","19.2","75"
"2023-05-22 18:53:19","45068.787025463","19.3","78"
"2023-05-22 19:03:19","45068.793969907","19.5","79"
"2023-05-22 19:13:19","45068.800914352","19.2","77"
"2023-05-22 19:23:19","45068.807858796","19.7","81"
"2023-05-22 19:33:19","45068.814803241","19.0","74"
"2023-05-22 19:43:19","45068.821747685","19.6","81"
"2023-05-22 19:53:19","45068.82869213","18.4","67"
"2023-05-22 20:03:19","45068.835636574","19.3","79"
"2023-05-22 20:13:19","45068.842581019","19.7","81"
"2023-05-22 20:23:19","45068.849525463","19.0","74"
"2023-05-22 20:33:19","45068.856469907","19.6","81"
"2023-05-22 20:43:19","45068.863414352","18.7","70"
"2023-05-22 20:53:19","45068.870358796","19.4","80"
"2023-05-22 21:03:19","45068.877303241","19.1","74"
"2023-05-22 21:13:19","45068.884247685","19.2","77"
"2023-05-22 21:23:19","45068.89119213","19.7","81"
"2023-05-22 21:33:19","45068.898136574","18.7","70"
"2023-05-22 21:43:19","45068.905081019","19.4","79"
"2023-05-22 21:53:19","45068.912025463","19.5","78"
"2023-05-22 22:03:19","45068.918969907","19.0","75"
"2023-05-22 22:13:19","45068.925914352","19.5","80"
"2023-05-22 22:23:19","45068.932858796","18.7","70"
"2023-05-22 22:33:19","45068.939803241","19.2","78"
"2023-05-22 22:43:19","45068.946747685","19.6","80"
"2023-05-22 22:53:19","45068.95369213","18.7","70"
"2023-05-22 23:03:19","45068.960636574","19.3","79"
"2023-05-22 23:13:19","45068.967581019","19.7","80"
"2023-05-22 23:23:19","45068.974525463","18.9","73"
"2023-05-22 23:33:19","45068.981469907","19.5","79"
"2023-05-22 23:43:19","45068.988414352","19.3","74"
"2023-05-22 23:53:19","45068.995358796","19.1","76"
"2023-05-23 00:03:19","45069.002303241","19.6","79"
"2023-05-23 00:13:19","45069.009247685","19.0","71"
"2023-05-23 00:23:19","45069.01619213","19.3","77"
"2023-05-23 00:33:19","45069.023136574","19.7","78"
"2023-05-23 00:43:19","45069.030081019","18.7","68"
"2023-05-23 00:53:19","45069.037025463","19.3","78"
"2023-05-23 01:03:19","45069.043969907","19.8","78"
"2023-05-23 01:13:19","45069.050914352","18.8","70"
"2023-05-23 01:23:19","45069.057858796","19.4","79"
"2023-05-23 01:33:19","45069.064803241","19.8","77"
"2023-05-23 01:43:19","45069.071747685","18.0","62"
"2023-05-23 01:53:19","45069.07869213","19.0","78"
"2023-05-23 02:03:19","45069.085636574","19.3","81"
"2023-05-23 02:13:19","45069.092581019","19.7","78"
"2023-05-23 02:23:19","45069.099525463","18.7","70"
"2023-05-23 02:33:19","45069.106469907","19.3","78"
"2023-05-23 02:43:19","45069.113414352","19.7","77"
"2023-05-23 02:53:19","45069.120358796","18.7","69"
"2023-05-23 03:03:19","45069.127303241","19.2","79"
"2023-05-23 03:13:19","45069.134247685","19.8","76"
"2023-05-23 03:23:19","45069.14119213","18.7","66"
"2023-05-23 03:33:19","45069.148136574","19.1","78"
"2023-05-23 03:43:19","45069.155081019","19.7","77"
"2023-05-23 03:53:19","45069.162025463","18.9","68"
"2023-05-23 04:03:19","45069.168969907","19.0","77"
"2023-05-23 04:13:19","45069.175914352","19.6","78"
"2023-05-23 04:23:19","45069.182858796","19.7","75"
"2023-05-23 04:33:19","45069.189803241","18.8","74"
"2023-05-23 04:43:19","45069.196747685","19.4","78"
"2023-05-23 04:53:19","45069.20369213","19.8","75"
"2023-05-23 05:03:19","45069.210636574","18.7","70"
"2023-05-23 05:13:19","45069.217581019","19.2","78"
"2023-05-23 05:23:19","45069.224525463","19.7","76"
"2023-05-23 05:33:19","45069.231469907","18.8","66"
"2023-05-23 05:43:19","45069.238414352","19.0","77"
"2023-05-23 05:53:19","45069.245358796","19.5","76"
"2023-05-23 06:03:19","45069.252303241","19.8","74"
"2023-05-23 06:13:19","45069.259247685","18.6","72"
"2023-05-23 06:23:19","45069.26619213","19.2","78"
"2023-05-23 06:33:19","45069.273136574","19.6","75"
"2023-05-23 06:43:19","45069.280081019","19.3","69"
"2023-05-23 06:53:19","45069.287025463","18.8","76"
"2023-05-23 07:03:19","45069.293969907","19.5","77"
"2023-05-23 07:13:19","45069.300914352","19.7","74"
"2023-05-23 07:23:19","45069.307858796","18.6","64"
"2023-05-23 07:33:19","45069.314803241","19.0","76"
"2023-05-23 07:43:19","45069.321747685","19.5","75"
"2023-05-23 07:53:19","45069.32869213","19.7","72"
"2023-05-23 08:03:19","45069.335636574","17.8","59"
"2023-05-23 08:13:19","45069.342581019","18.7","76"
"2023-05-23 08:23:19","45069.349525463","19.2","78"
"2023-05-23 08:33:19","45069.356469907","19.5","74"
"2023-05-23 08:43:19","45069.363414352","19.7","71"
"2023-05-23 08:53:19","45069.370358796","18.6","63"
"2023-05-23 09:03:19","45069.377303241","19.0","75"
"2023-05-23 09:13:19","45069.384247685","19.5","72"
"2023-05-23 09:23:19","45069.39119213","19.7","70"
"2023-05-23 09:33:19","45069.398136574","18.6","71"
"2023-05-23 09:43:19","45069.405081019","19.3","75"
"2023-05-23 09:53:19","45069.412025463","19.6","72"
"2023-05-23 10:03:19","45069.418969907","19.1","66"
"2023-05-23 10:13:19","45069.425914352","18.9","74"
"2023-05-23 10:23:19","45069.432858796","19.5","72"
"2023-05-23 10:33:19","45069.439803241","19.7","71"
"2023-05-23 10:43:19","45069.446747685","18.7","70"
"2023-05-23 10:53:19","45069.45369213","19.4","74"
"2023-05-23 11:03:19","45069.460636574","19.7","71"
"2023-05-23 11:13:19","45069.467581019","18.6","62"
"2023-05-23 11:23:19","45069.474525463","19.1","75"
"2023-05-23 11:33:19","45069.481469907","19.7","72"
"2023-05-23 11:43:19","45069.488414352","18.8","63"
"2023-05-23 11:53:19","45069.495358796","19.0","75"
"2023-05-23 12:03:19","45069.502303241","19.7","72"
"2023-05-23 12:13:19","45069.509247685","18.6","64"
"2023-05-23 12:23:19","45069.51619213","19.3","74"
"2023-05-23 12:33:19","45069.523136574","19.8","71"
"2023-05-23 12:43:19","45069.530081019","18.8","69"
"2023-05-23 12:53:19","45069.537025463","19.5","74"
"2023-05-23 13:03:19","45069.543969907","19.5","68"
"2023-05-23 13:13:19","45069.550914352","19.0","72"
"2023-05-23 13:23:19","45069.557858796","19.7","72"
"2023-05-23 13:33:19","45069.564803241","18.2","59"
"2023-05-23 13:43:19","45069.571747685","18.8","74"
"2023-05-23 13:53:19","45069.57869213","19.4","76"
"2023-05-23 14:03:19","45069.585636574","19.5","69"
"2023-05-23 14:13:19","45069.592581019","19.0","73"
"2023-05-23 14:23:19","45069.599525463","19.7","73"
"2023-05-23 14:33:19","45069.606469907","18.8","67"
"2023-05-23 14:43:19","45069.613414352","19.5","73"
"2023-05-23 14:53:19","45069.620358796","18.7","63"
"2023-05-23 15:03:19","45069.627303241","19.2","74"
"2023-05-23 15:13:19","45069.634247685","19.7","70"
"2023-05-23 15:23:19","45069.64119213","19.0","71"
"2023-05-23 15:33:19","45069.648136574","19.7","73"
"2023-05-23 15:43:19","45069.655081019","18.7","65"
"2023-05-23 15:53:19","45069.662025463","19.4","74"
"2023-05-23 16:03:19","45069.668969907","19.0","65"
"2023-05-23 16:13:19","45069.675914352","19.2","73"
"2023-05-23 16:23:19","45069.682858796","19.7","71"
"2023-05-23 16:33:19","45069.689803241","18.9","70"
"2023-05-23 16:43:19","45069.696747685","19.7","73"
"2023-05-23 16:53:19","45069.70369213","18.6","64"
"2023-05-23 17:03:19","45069.710636574","19.4","73"
"2023-05-23 17:13:19","45069.717581019","19.1","66"
"2023-05-23 17:23:19","45069.724525463","19.1","72"
"2023-05-23 17:33:19","45069.731469907","19.8","72"
"2023-05-23 17:43:19","45069.738414352","18.8","69"
"2023-05-23 17:53:19","45069.745358796","19.6","72"
"2023-05-23 18:03:19","45069.752303241","18.4","59"
"2023-05-23 18:13:19","45069.759247685","19.0","72"
"2023-05-23 18:23:19","45069.76619213","19.6","73"
"2023-05-23 18:33:19","45069.773136574","18.5","61"
"2023-05-23 18:43:19","45069.780081019","19.3","72"
"2023-05-23 18:53:19","45069.787025463","19.6","67"
"2023-05-23 19:03:19","45069.793969907","19.0","70"
"2023-05-23 19:13:19","45069.800914352","19.7","69"
"2023-05-23 19:23:19","45069.807858796","18.7","64"
"2023-05-23 19:33:19","45069.814803241","19.5","69"
"2023-05-23 19:43:19","45069.821747685","19.2","62"
"2023-05-23 19:53:19","45069.82869213","19.1","70"
"2023-05-23 20:03:19","45069.835636574","19.7","67"
"2023-05-23 20:13:19","45069.842581019","18.5","62"
"2023-05-23 20:23:19","45069.849525463","19.4","68"
"2023-05-23 20:33:19","45069.856469907","19.6","63"
"2023-05-23 20:43:19","45069.863414352","18.8","68"
"2023-05-23 20:53:19","45069.870358796","19.6","66"
"2023-05-23 21:03:19","45069.877303241","18.8","58"
"2023-05-23 21:13:19","45069.884247685","19.1","68"
"2023-05-23 21:23:19","45069.89119213","19.7","65"
"2023-05-23 21:33:19","45069.898136574","18.5","57"
"2023-05-23 21:43:19","45069.905081019","19.2","67"
"2023-05-23 21:53:19","45069.912025463","19.7","64"
"2023-05-23 22:03:19","45069.918969907","18.5","56"
"2023-05-23 22:13:19","45069.925914352","19.1","67"
"2023-05-23 22:23:19","45069.932858796","19.6","63"
"2023-05-23 22:33:19","45069.939803241","19.2","59"
"2023-05-23 22:43:19","45069.946747685","17.8","62"
"2023-05-23 22:53:19","45069.95369213","18.8","70"
"2023-05-23 23:03:19","45069.960636574","19.3","65"
"2023-05-23 23:13:19","45069.967581019","19.6","63"
"2023-05-23 23:23:19","45069.974525463","18.9","57"
"2023-05-23 23:33:19","45069.981469907","18.8","66"
"2023-05-23 23:43:19","45069.988414352","19.4","63"
"2023-05-23 23:53:19","45069.995358796","19.6","61"
"2023-05-24 00:03:19","45070.002303241","18.5","55"
"2023-05-24 00:13:19","45070.009247685","18.9","65"
"2023-05-24 00:23:19","45070.01619213","19.4","62"
"2023-05-24 00:33:19","45070.023136574","19.6","61"
"2023-05-24 00:43:19","45070.030081019","18.8","56"
"2023-05-24 00:53:19","45070.037025463","18.8","65"
"2023-05-24 01:03:19","45070.043969907","19.3","62"
"2023-05-24 01:13:19","45070.050914352","19.5","60"
"2023-05-24 01:23:19","45070.057858796","19.6","60"
"2023-05-24 01:33:19","45070.064803241","18.2","58"
"2023-05-24 01:43:19","45070.071747685","19.1","63"
"2023-05-24 01:53:19","45070.07869213","19.4","61"
"2023-05-24 02:03:19","45070.085636574","19.5","60"
"2023-05-24 02:13:19","45070.092581019","19.6","59"
"2023-05-24 02:23:19","45070.099525463","19.4","57"
"2023-05-24 02:33:19","45070.106469907","18.6","64"
"2023-05-24 02:43:19","45070.113414352","19.3","61"
"2023-05-24 02:53:19","45070.120358796","19.4","60"
"2023-05-24 03:03:19","45070.127303241","19.6","59"
"2023-05-24 03:13:19","45070.134247685","19.6","59"
"2023-05-24 03:23:19","45070.14119213","19.7","58"
"2023-05-24 03:33:19","45070.148136574","18.2","53"
"2023-05-24 03:43:19","45070.155081019","18.9","63"
"2023-05-24 03:53:19","45070.162025463","19.3","60"
"2023-05-24 04:03:19","45070.168969907","19.4","59"
"2023-05-24 04:13:19","45070.175914352","19.5","58"
"2023-05-24 04:23:19","45070.182858796","19.6","58"
"2023-05-24 04:33:19","45070.189803241","19.7","57"
"2023-05-24 04:43:19","45070.196747685","19.3","55"
"2023-05-24 04:53:19","45070.20369213","18.5","63"
"2023-05-24 05:03:19","45070.210636574","19.2","60"
"2023-05-24 05:13:19","45070.217581019","19.3","58"
"2023-05-24 05:23:19","45070.224525463","19.5","57"
"2023-05-24 05:33:19","45070.231469907","19.5","57"
"2023-05-24 05:43:19","45070.238414352","19.6","56"
"2023-05-24 05:53:19","45070.245358796","19.6","56"
"2023-05-24 06:03:19","45070.252303241","19.6","56"
"2023-05-24 06:13:19","45070.259247685","19.6","56"
"2023-05-24 06:23:19","45070.26619213","19.6","56"
"2023-05-24 06:33:19","45070.273136574","19.7","56"
"2023-05-24 06:43:19","45070.280081019","19.7","56"
"2023-05-24 06:53:19","45070.287025463","19.7","56"
"2023-05-24 07:03:19","45070.293969907","19.7","56"
"2023-05-24 07:13:19","45070.300914352","19.6","55"
"2023-05-24 07:23:19","45070.307858796","18.6","60"
"2023-05-24 07:33:19","45070.314803241","19.3","57"
"2023-05-24 07:43:19","45070.321747685","19.4","56"
"2023-05-24 07:53:19","45070.32869213","19.5","56"
"2023-05-24 08:03:19","45070.335636574","19.6","56"
"2023-05-24 08:13:19","45070.342581019","19.6","55"
"2023-05-24 08:23:19","45070.349525463","19.6","55"
"2023-05-24 08:33:19","45070.356469907","19.7","55"
"2023-05-24 08:43:19","45070.363414352","18.2","57"
"2023-05-24 08:53:19","45070.370358796","19.2","58"
"2023-05-24 09:03:19","45070.377303241","19.4","56"
"2023-05-24 09:13:19","45070.384247685","19.6","56"
"2023-05-24 09:23:19","45070.39119213","19.7","55"
"2023-05-24 09:33:19","45070.398136574","19.5","55"
"2023-05-24 09:43:19","45070.405081019","17.8","58"
"2023-05-24 09:53:19","45070.412025463","19.0","61"
"2023-05-24 10:03:19","45070.418969907","19.3","58"
"2023-05-24 10:13:19","45070.425914352","19.5","57"
"2023-05-24 10:23:19","45070.432858796","19.6","56"
"2023-05-24 10:33:19","45070.439803241","18.3","52"
"2023-05-24 10:43:19","45070.446747685","19.1","59"
"2023-05-24 10:53:19","45070.45369213","19.5","57"
"2023-05-24 11:03:19","45070.460636574","19.5","56"
"2023-05-24 11:13:19","45070.467581019","18.7","61"
"2023-05-24 11:23:19","45070.474525463","19.5","58"
"2023-05-24 11:33:19","45070.481469907","19.7","57"
"2023-05-24 11:43:19","45070.488414352","18.5","59"
"2023-05-24 11:53:19","45070.495358796","19.4","59"
"2023-05-24 12:03:19","45070.502303241","19.7","57"
"2023-05-24 12:13:19","45070.509247685","18.6","60"
"2023-05-24 12:23:19","45070.51619213","19.5","59"
"2023-05-24 12:33:19","45070.523136574","19.0","54"
"2023-05-24 12:43:19","45070.530081019","19.2","61"
"2023-05-24 12:53:19","45070.537025463","19.7","58"
"2023-05-24 13:03:19","45070.543969907","18.6","60"
"2023-05-24 13:13:19","45070.550914352","19.6","59"
"2023-05-24 13:23:19","45070.557858796","18.4","55"
"2023-05-24 13:33:19","45070.564803241","19.4","61"
"2023-05-24 13:43:19","45070.571747685","19.4","56"
"2023-05-24 13:53:19","45070.57869213","18.2","63"
"2023-05-24 14:03:19","45070.585636574","19.3","63"
"2023-05-24 14:13:19","45070.592581019","19.7","59"
"2023-05-24 14:23:19","45070.599525463","18.8","62"
"2023-05-24 14:33:19","45070.606469907","19.7","60"
"2023-05-24 14:43:19","45070.613414352","18.7","60"
"2023-05-24 14:53:19","45070.620358796","19.6","61"
"2023-05-24 15:03:19","45070.627303241","18.5","56"
"2023-05-24 15:13:19","45070.634247685","19.5","62"
